user_input,reference
thông tin chi tiết xiaomi 14t pro,"Thông tin chi tiết về Xiaomi 14T Pro 12GB-512GB:

- **Giá**: 17.990.000 VND
- **Điểm nổi bật**: Sở hữu camera Leica với khả năng chụp ảnh xuất sắc, chip Dimensity 9300+ mạnh mẽ, và hỗ trợ sạc không dây 50W.
- **Khuyến mãi**:
  - Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank.
  - Giảm 5% tối đa 200.000đ hoặc giảm 50% tối đa 100.000đ qua Kredivo.
  - Giảm đến 1 triệu khi trả góp qua thẻ Visa.
  - Giảm thêm 500.000đ cho chủ thẻ NCB.
  - Giảm 20% tối đa 50.000đ cho đơn từ 65.000đ.
  - Giảm 5% cho đơn từ 55.000đ.
- **Màu sắc**: Xám

Xiaomi 14T Pro nổi bật với sự hợp tác cùng Leica, mang đến trải nghiệm nhiếp ảnh hàng đầu và hiệu suất mạnh mẽ trong phân khúc. Điện thoại này còn cung cấp trải nghiệm nghe nhìn ấn tượng và khả năng vận hành bền bỉ."
giá điện thoại OPPO Reno11F là bao nhiêu,"Xin lỗi, mình không có thông tin về giá của điện thoại OPPO Reno11F. Bạn có thể xem xét các mẫu điện thoại khác."
các dòng iphone trong cửa hàng,"Hiện tại, cửa hàng có các dòng iPhone sau:

1. **iPhone 16 Pro Max**
   - Giá: ~~34.990.000~~ 34.490.000 (Giảm giá)
   - Điểm nổi bật: Màn hình 6.9 inch lớn, Chip A18 Pro mạnh mẽ, Nút Camera Control mới

2. **iPhone 16 Pro**
   - Giá: ~~31.990.000~~ 31.890.000 (Giảm giá)
   - Điểm nổi bật: Chip A18 Pro mạnh mẽ, Nút Camera Control mới, Viền màn hình siêu mỏng

3. **iPhone 16 Plus**
   - Giá: ~~25.990.000~~ 25.790.000 (Giảm giá)
   - Điểm nổi bật: Chip Apple A18 mạnh mẽ, Thời lượng pin 27 giờ, Nút Camera Control mới

4. **iPhone 16**
   - Giá: ~~22.990.000~~ 22.290.000 (Giảm giá)
   - Điểm nổi bật: Chip Apple A18 mạnh mẽ, Thời lượng pin 22 giờ, Nút Camera Control mới

Nếu bạn cần thêm thông tin, vui lòng cho biết số điện thoại hoặc email để được tư vấn chi tiết hơn."
Mô tả về điện thoại Masstel izi  ,"Điện thoại Masstel izi không có trong danh sách sản phẩm hiện tại. Tuy nhiên, bạn có thể tham khảo sản phẩm tương tự là Masstel izi T2 4G với giá 500.000 VND. Sản phẩm này nổi bật với pin dung lượng 1800mAh và màn hình 2.4 inch."
Samsung Galaxy A23 có gì điểm nổi bật ?,"Samsung Galaxy A23 5G nổi bật với các đặc điểm sau:

- **Màn hình**: Sở hữu màn hình 6.6 inch FHD+ với tần số quét 120Hz, mang lại trải nghiệm mượt mà khi sử dụng và chơi game.
- **Hiệu năng**: Được trang bị chip Snapdragon 695 5G, giúp xử lý mượt mà các tác vụ và game nặng.
- **Camera**: Hệ thống 4 camera với camera chính 50MP có hỗ trợ chống rung OIS, cho phép chụp ảnh sắc nét và chất lượng cao. Camera trước 8MP với tính năng làm đẹp AI.
- **Pin**: Dung lượng pin 5000 mAh, cho thời gian sử dụng lên đến 2 ngày chỉ với một lần sạc.
- **Thiết kế**: Thiết kế hiện đại với hai màu sắc trẻ trung: Xanh và Đen.

Giá hiện tại là 4.490.000 VND (giá khuyến mãi). Ngoài ra, có nhiều chương trình khuyến mãi hấp dẫn như giảm giá cho chủ thẻ Sacombank, VPBank, NCB và các ưu đãi khác khi thanh toán qua Kredivo hoặc thẻ Visa."
giá iphone 12 tại cửa hàng,"Giá của iPhone 12 tại cửa hàng hiện tại là 10.990.000 VNĐ, giảm từ giá gốc 17.990.000 VNĐ. 

### Điểm nổi bật:
- Hỗ trợ mạng 5G siêu tốc
- Sử dụng chip Apple A14 Bionic
- Màn hình OLED Super Retina XDR

### Khuyến mãi:
- Giảm thêm 500.000 VNĐ cho chủ thẻ OCB và NCB.
- Giảm ngay 1 triệu VNĐ khi mở thẻ tín dụng VPBank.
- Giảm 5% tối đa 200.000 VNĐ hoặc giảm 50% tối đa 100.000 VNĐ qua Kredivo.
- Giảm 20% tối đa 50.000 VNĐ cho đơn hàng từ 65.000 VNĐ.
- Giảm 5% cho đơn hàng từ 55.000 VNĐ.

iPhone 12 có thiết kế mới, mỏng nhẹ và sang trọng, cùng với nhiều tính năng nổi bật khác."
realme c51 có khuyến mãi gì khi mua không,"Realme C51 đang có nhiều chương trình khuyến mãi hấp dẫn như:

- Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank.
- Giảm 5% tối đa 200.000đ hoặc giảm 50% tối đa 100.000đ qua Kredivo.
- Giảm đến 1 triệu khi trả góp qua thẻ Visa.
- Giảm thêm 500.000đ cho chủ thẻ NCB.
- Giảm 20% tối đa 50.000đ cho đơn hàng từ 65.000đ.
- Giảm 5% cho đơn hàng từ 55.000đ.

Nếu bạn cần thêm thông tin, hãy cho mình biết nhé!"
Điện thoại realme c51 có gì đáng chú ý,"Điện thoại Realme C51 3GB nổi bật với các đặc điểm sau:

- **Giá bán**: 2.190.000 VND (giảm từ 2.990.000 VND).
- **Pin**: Dung lượng 5000mAh, hỗ trợ sạc nhanh SuperVOOC 33W, cho phép sạc 50% pin chỉ trong 28 phút.
- **Màn hình**: Kích thước 6.74 inch, tần số quét 90Hz, mang lại trải nghiệm hình ảnh mượt mà.
- **RAM**: 3GB, có thể mở rộng lên 8GB nhờ công nghệ RAM Mở Rộng (DRE).
- **Bộ nhớ trong**: 128GB, đủ để lưu trữ nhiều dữ liệu.
- **Camera**: Camera AI 50MP, chụp ảnh sắc nét ngay cả trong điều kiện ánh sáng yếu.
- **Thiết kế**: Mỏng nhẹ với độ dày 7.99mm và nặng 186 gram, có hai màu sắc: Xanh Ngọc và Đen.

Ngoài ra, sản phẩm còn có nhiều chương trình khuyến mãi như giảm giá khi mở thẻ tín dụng VPBank, giảm giá qua Kredivo, và các ưu đãi khác."
iphone 12 có các màu nào,"iPhone 12 có 6 màu sắc để bạn lựa chọn, bao gồm: Đen, Trắng, Đỏ, Xanh lá, Xanh dương và Tím."
Ưu đãi hiện có khi mua iPhone 12 là gì?,"Khi mua iPhone 12, bạn có thể nhận được các ưu đãi sau:

- Giá khuyến mãi hiện tại là 10.990.000 VNĐ, giảm từ giá gốc 17.990.000 VNĐ.
- Giảm thêm 500.000 VNĐ cho chủ thẻ OCB.
- Giảm ngay 1 triệu VNĐ khi mở thẻ tín dụng VPBank.
- Giảm 5% tối đa 200.000 VNĐ hoặc giảm 50% tối đa 100.000 VNĐ qua Kredivo.
- Giảm thêm 500.000 VNĐ cho chủ thẻ NCB.
- Giảm 20% tối đa 50.000 VNĐ cho đơn hàng từ 65.000 VNĐ.
- Giảm 5% cho đơn hàng từ 55.000 VNĐ."
OPPO A60  có gì nổi bật ,"OPPO A60 là một sản phẩm nổi bật trong phân khúc tầm trung với nhiều tính năng ấn tượng. Điện thoại này có thiết kế bền bỉ, đạt tiêu chuẩn quân đội MIL-STD-810G và chuẩn IP54, giúp chống sốc, va đập, kháng bụi và nước phun. Màn hình lớn 6.67 inch với tấm nền IPS LCD và tần số quét 90Hz mang lại trải nghiệm hình ảnh mượt mà. Viên pin 5.000mAh kết hợp với sạc nhanh 45W cho phép sạc 50% pin chỉ trong 30 phút. Hiệu suất mạnh mẽ nhờ vi xử lý Snapdragon 680, RAM 8GB và bộ nhớ trong 128GB. Hệ thống camera kép 50MP và camera trước 8MP giúp chụp ảnh sắc nét. Giá của OPPO A60 là 5.490.000 VND, kèm theo nhiều chương trình khuyến mãi hấp dẫn như giảm giá khi mở thẻ tín dụng VPBank, giảm giá qua Kredivo, và nhiều ưu đãi khác."
Mobell M539 có giá bao nhiêu ?,"Điện thoại Mobell M539 4G có giá 700.000 VND. Sản phẩm này nổi bật với pin 2000mAh và màn hình 2.8 inch. Khi mua tại FPT Shop, bạn có thể nhận được các khuyến mãi như giảm ngay 1 triệu khi mở thẻ tín dụng VPBank, giảm 5% tối đa 200.000đ qua Kredivo, và nhiều ưu đãi khác."
ZTE Nubia Music là điện thoại gì ?,"Xin lỗi, nhưng hiện tại không có thông tin nào về điện thoại ZTE Nubia Music trong dữ liệu được cung cấp. Bạn có thể liên hệ với cửa hàng qua hotline hoặc email để biết thêm chi tiết. Cảm ơn bạn!"
samsung m15 có các màu nào,"Xin lỗi, mình không tìm thấy thông tin về màu sắc của điện thoại Samsung M15. Bạn có thể tìm kiếm các mẫu điện thoại khác."
Thông tin về Samsung Galaxy M15,"Samsung Galaxy M15 5G có giá 4.990.000 VND. Điện thoại nổi bật với màn hình Super AMOLED 6.5 inch, chip Dimensity 6100+ 5G và pin dung lượng lớn 6000mAh. Các chương trình khuyến mãi bao gồm giảm ngay 1 triệu khi mở thẻ tín dụng VPBank, giảm 5% tối đa 200.000đ hoặc giảm 50% tối đa 100.000đ qua Kredivo, giảm đến 1 triệu khi trả góp qua thẻ Visa, và giảm thêm 500.000đ cho chủ thẻ NCB. Sản phẩm có các biến thể màu Xám, Xanh Đậm và Xanh Nhạt với bộ nhớ trong 128 GB. Galaxy M15 5G được thiết kế tinh xảo, hỗ trợ đa nhiệm tốt và có hệ thống camera chất lượng cao, phù hợp cho người dùng trẻ tuổi."
Xiaomi 14T pro 12gb 512tb có gì nổi bật?,"Xin lỗi, mình không tìm thấy thông tin về điện thoại Xiaomi 14T Pro 12GB 512TB mà bạn đang tìm kiếm. Bạn có thể xem xét các mẫu điện thoại khác."
 Giá Samsung z flip4,"Xin lỗi, mình không tìm thấy thông tin về giá của điện thoại Samsung Z Flip 4. Bạn có thể xem xét các mẫu điện thoại khác hoặc cung cấp thông tin liên hệ để mình có thể hỗ trợ bạn tốt hơn."
samsung z flip4 có các màu nào,"Xin lỗi, mình không tìm thấy thông tin về các màu sắc của điện thoại Samsung Z Flip 4. Bạn có thể xem xét các mẫu điện thoại khác hoặc cung cấp thêm thông tin để mình có thể hỗ trợ tốt hơn."
Giá của ZTE Blade A55 là bao nhiêu,"Giá của ZTE Blade A55 là 2.290.000 VND. Điện thoại này nổi bật với pin dung lượng lớn 5000mAh, màn hình 6.75 inch với tần số quét 90Hz, và tính năng mở khóa bằng khuôn mặt và vân tay. Ngoài ra, sản phẩm còn có nhiều chương trình khuyến mãi như giảm ngay 1 triệu khi mở thẻ tín dụng VPBank, giảm 5% tối đa 200.000đ qua Kredivo, và nhiều ưu đãi khác."
Nokia 3210 hiện có chương trình ưu đãi nào không?,"Hiện tại, Nokia 3210 4G đang có các chương trình ưu đãi sau:

- Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank.
- Giảm 5% tối đa 200.000đ hoặc giảm 50% tối đa 100.000đ qua Kredivo.
- Giảm đến 1 triệu khi trả góp qua thẻ Visa.
- Giảm thêm 500.000đ cho chủ thẻ NCB.
- Giảm 20% tối đa 50.000đ cho đơn hàng từ 65.000đ.
- Giảm 5% cho đơn hàng từ 55.000đ.

Nếu bạn cần thêm thông tin, hãy cho mình biết nhé!"
Điểm nổi bật của Samsung Z Flip6 hiện nay là gì?,"Xin lỗi, mình không có thông tin về điện thoại Samsung Z Flip6. Bạn có thể xem xét các mẫu điện thoại khác hoặc cung cấp thông tin liên hệ để mình có thể tư vấn tốt hơn cho bạn."
Realme Note 60 là điện thoại gì,"Realme Note 60 là một chiếc smartphone giá rẻ với nhiều tính năng nổi bật. Điện thoại này có màn hình 6.74 inch với tần số quét 90Hz, pin dung lượng lớn 5000mAh cho thời gian sử dụng dài, và khả năng chống nước theo tiêu chuẩn IP64. Máy được trang bị chip xử lý Unisoc T612 8 lõi, camera sau 32MP hỗ trợ chụp đêm, và có thiết kế mỏng nhẹ với độ dày 7.84mm và nặng 187g. Realme Note 60 có hai tùy chọn màu sắc là Đen và Xanh. Giá bán hiện tại là 2.990.000 VND, đang giảm từ 3.090.000 VND. Ngoài ra, sản phẩm còn đi kèm nhiều chương trình khuyến mãi hấp dẫn như giảm giá khi mở thẻ tín dụng hoặc trả góp qua thẻ Visa."
Xiaomi 14 Ultra có giá bao nhiêu?,"Xin lỗi, mình không có thông tin về giá của điện thoại Xiaomi 14 Ultra. Bạn có thể xem xét các mẫu điện thoại khác."
Ưu đãi khi mua Masstel Izi T2 là gì?,"Khi mua điện thoại Masstel Izi T2, bạn có thể nhận được các ưu đãi sau:

- Giảm ngay 1 triệu đồng khi mở thẻ tín dụng VPBank.
- Giảm 5% tối đa 200.000 đồng hoặc giảm 50% tối đa 100.000 đồng qua Kredivo.
- Giảm đến 1 triệu đồng khi trả góp qua thẻ Visa.
- Chủ thẻ NCB được giảm thêm 500.000 đồng.
- Giảm 20% tối đa 50.000 đồng cho đơn hàng từ 65.000 đồng.
- Giảm 5% cho đơn hàng từ 55.000 đồng."
Khuyến mãi khi mua samsung a23,"Xin lỗi, mình không có thông tin về khuyến mãi khi mua Samsung A23. Bạn có thể xem xét các mẫu điện thoại khác hoặc cung cấp thông tin liên hệ để mình có thể tư vấn chi tiết hơn cho bạn."
Cung cấp thông tin chi tiết về Mobell M331  ,"Điện thoại Mobell M331 4G có giá 550.000 VND. Sản phẩm nổi bật với pin dung lượng 1000 mAh và màn hình 2.4 inch. Các khuyến mãi đi kèm bao gồm giảm ngay 1 triệu khi mở thẻ tín dụng VPBank, giảm 5% tối đa 200.000đ hoặc giảm 50% tối đa 100.000đ qua Kredivo, giảm đến 1 triệu khi trả góp qua thẻ Visa, giảm thêm 500.000đ cho chủ thẻ NCB, giảm 20% tối đa 50.000đ cho đơn từ 65.000đ, và giảm 5% cho đơn từ 55.000đ. Mobell M331 4G có các biến thể màu sắc như xanh ngọc, đỏ, và đen, tất cả đều có 128 MB ROM. Đây là một lựa chọn lý tưởng cho người dùng cần một chiếc điện thoại phổ thông với thiết kế nhỏ gọn, dễ sử dụng và thời lượng pin dài."
Honor 90 Lite hiện có khuyến mãi nào khi mua không?,"Hiện tại, khi mua Honor 90 Lite, bạn có thể nhận được các khuyến mãi sau:

- Giảm thêm 200,000đ cho chủ thẻ Sacombank.
- Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank.
- Giảm 5% tối đa 200.000đ hoặc giảm 50% tối đa 100.000đ qua Kredivo.
- Giảm đến 1 triệu khi trả góp qua thẻ Visa.
- Giảm thêm 500,000đ cho chủ thẻ NCB.
- Giảm 20% tối đa 50,000đ cho đơn hàng từ 65,000đ.
- Giảm 5% cho đơn hàng từ 55,000đ.

Giá hiện tại của Honor 90 Lite là 4,290,000đ, giảm từ giá gốc 6,490,000đ."
Giới thiệu điện thoại Tecno Pova 6 ,"Điện thoại Tecno Pova 6 là một lựa chọn hấp dẫn trong phân khúc gaming tầm trung với giá 5.690.000 VND (giảm từ 6.490.000 VND). Sản phẩm nổi bật với màn hình AMOLED 6.78 inch, tần số quét 120Hz, vi xử lý MediaTek Helio G99 Ultimate, RAM 8GB (có thể mở rộng thêm 8GB), bộ nhớ trong 256GB và pin 6000mAh hỗ trợ sạc nhanh 70W. Camera sau 108MP với khả năng AI Zoom 10X và nhiều chế độ chụp ảnh, quay video chất lượng cao. Tecno Pova 6 có các màu Xám, Xanh lá và Xanh dương. 

Khuyến mãi bao gồm giảm thêm 200.000 VND cho chủ thẻ Sacombank, giảm 1 triệu khi mở thẻ tín dụng VPBank, giảm 5% tối đa 200.000 VND hoặc 50% tối đa 100.000 VND qua Kredivo, và giảm đến 1 triệu khi trả góp qua thẻ Visa."
